Batch_num,loss,proto_acc,categorical_accuracy,val_loss,val_proto_acc,val_categorical_accuracy,
1,9.6529455,0.38333333,0.38333333,
2,9.5141,0.42333335,0.42333335,
3,9.362108,0.42666668,0.42666668,
4,9.3091955,0.42333335,0.42333335,
5,9.0999365,0.46,0.46,
6,9.127972,0.43333334,0.43333334,
7,9.011805,0.47,0.47,
8,8.942139,0.49,0.49,
9,8.902539,0.48666668,0.48666668,
10,8.88593,0.45333335,0.45333335,
11,8.7947235,0.5133333,0.5133333,
12,8.81025,0.50666666,0.50666666,
13,8.653432,0.5733333,0.5733333,
14,8.63092,0.54333335,0.54333335,
15,8.603341,0.53,0.53,
16,8.519181,0.57666665,0.57666665,
17,8.542508,0.59,0.59,
18,8.467427,0.6,0.6,
19,8.540865,0.5133333,0.5133333,
20,8.595967,0.56,0.56,7.941441,0.61333334,0.61333334,
21,8.410073,0.5966667,0.5966667,
22,8.410834,0.56666666,0.56666666,
23,8.299808,0.6666667,0.6666667,
24,8.363584,0.5833333,0.5833333,
25,8.352553,0.58,0.58,
26,8.323747,0.56666666,0.56666666,
27,8.26037,0.61,0.61,
28,8.188997,0.63,0.63,
29,8.199616,0.66,0.66,
30,8.194103,0.64666665,0.64666665,
31,8.142498,0.63666666,0.63666666,
32,8.009986,0.71,0.71,
33,8.026888,0.6566667,0.6566667,
34,7.9336047,0.74666667,0.74666667,
35,8.063515,0.59,0.59,
36,7.9895387,0.6666667,0.6666667,
37,7.9689536,0.68666667,0.68666667,
38,8.117123,0.62333333,0.62333333,
39,7.909974,0.66,0.66,
40,8.059844,0.64666665,0.64666665,7.7137156,0.6766667,0.6766667,
41,7.9206324,0.65,0.65,
42,7.847161,0.67333335,0.67333335,
43,7.884792,0.68,0.68,
44,7.799997,0.75333333,0.75333333,
45,7.6933775,0.72333336,0.72333336,
46,7.7273517,0.70666665,0.70666665,
47,7.753477,0.7266667,0.7266667,
48,7.7305202,0.6666667,0.6666667,
49,7.7355366,0.74333334,0.74333334,
50,7.7127585,0.7,0.7,
51,7.8122654,0.68333334,0.68333334,
52,7.6226707,0.7633333,0.7633333,
53,7.712075,0.6933333,0.6933333,
54,7.5687356,0.7266667,0.7266667,
55,7.424711,0.80333334,0.80333334,
56,7.5367637,0.7366667,0.7366667,
57,7.528822,0.73333335,0.73333335,
58,7.6211696,0.7266667,0.7266667,
59,7.5292096,0.7366667,0.7366667,
60,7.5130925,0.72333336,0.72333336,7.56368,0.7366667,0.7366667,
61,7.3636446,0.80333334,0.80333334,
62,7.5440464,0.73333335,0.73333335,
63,7.463222,0.76666665,0.76666665,
64,7.371056,0.74,0.74,
65,7.4059324,0.73,0.73,
66,7.428077,0.77,0.77,
67,7.358918,0.81,0.81,
68,7.4369936,0.7633333,0.7633333,
69,7.3110533,0.8,0.8,
70,7.3793597,0.76,0.76,
71,7.3053327,0.76,0.76,
72,7.2713614,0.81,0.81,
73,7.2859397,0.74333334,0.74333334,
74,7.144432,0.80333334,0.80333334,
75,7.235899,0.81333333,0.81333333,
76,7.206386,0.82,0.82,
77,7.21105,0.79333335,0.79333335,
78,7.168594,0.79,0.79,
79,7.271416,0.8,0.8,
80,7.2821627,0.78333336,0.78333336,7.5559235,0.7633333,0.7633333,
81,7.186079,0.81333333,0.81333333,
82,7.199341,0.86,0.86,
83,7.275668,0.7633333,0.7633333,
84,7.190576,0.8433333,0.8433333,
85,7.0851703,0.79,0.79,
86,7.2280293,0.78,0.78,
87,7.11052,0.78333336,0.78333336,
88,7.1934843,0.81333333,0.81333333,
89,6.996135,0.8466667,0.8466667,
90,7.0200834,0.82,0.82,
91,7.158827,0.81333333,0.81333333,
92,7.1496224,0.77666664,0.77666664,
93,7.1326284,0.82666665,0.82666665,
94,7.0028715,0.84,0.84,
95,6.905573,0.85333335,0.85333335,
96,7.1124697,0.8233333,0.8233333,
97,6.963852,0.81333333,0.81333333,
98,7.109671,0.7866667,0.7866667,
99,7.0189676,0.82666665,0.82666665,
100,6.9366484,0.8433333,0.8433333,7.2454996,0.8566667,0.8566667,
101,6.979772,0.8566667,0.8566667,
102,6.8850574,0.8333333,0.8333333,
103,6.8724833,0.8566667,0.8566667,
104,6.9087634,0.8566667,0.8566667,
105,6.9160724,0.85,0.85,
106,6.8490047,0.8833333,0.8833333,
107,7.0255346,0.82666665,0.82666665,
108,6.8907514,0.85333335,0.85333335,
109,6.9035554,0.8666667,0.8666667,
110,6.863021,0.82666665,0.82666665,
111,6.916664,0.84,0.84,
112,6.7957945,0.8833333,0.8833333,
113,6.9310536,0.85,0.85,
114,6.897414,0.86333334,0.86333334,
115,6.8940673,0.87333333,0.87333333,
116,6.777944,0.8666667,0.8666667,
117,6.71989,0.8666667,0.8666667,
118,6.8251314,0.8466667,0.8466667,
119,6.8799915,0.85333335,0.85333335,
120,6.992272,0.7733333,0.7733333,7.564854,0.8233333,0.8233333,
121,6.873936,0.8466667,0.8466667,
122,6.6741505,0.8833333,0.8833333,
123,6.846423,0.8333333,0.8333333,
124,6.6693664,0.89,0.89,
125,6.706345,0.9266667,0.9266667,
126,6.8048725,0.83666664,0.83666664,
127,6.7943726,0.84,0.84,
128,6.7233505,0.8833333,0.8833333,
129,6.696495,0.88,0.88,
130,6.7526355,0.8833333,0.8833333,
131,6.7780757,0.85333335,0.85333335,
132,6.6812963,0.85,0.85,
133,6.722691,0.8933333,0.8933333,
134,6.769936,0.86333334,0.86333334,
135,6.6164465,0.9266667,0.9266667,
136,6.6750555,0.9033333,0.9033333,
137,6.6569796,0.91,0.91,
138,6.716532,0.89,0.89,
139,6.7936206,0.88,0.88,
140,6.7223673,0.88666666,0.88666666,7.4701757,0.86333334,0.86333334,
141,6.7552567,0.83666664,0.83666664,
142,6.7325907,0.8666667,0.8666667,
143,6.8205137,0.86333334,0.86333334,
144,6.534231,0.9166667,0.9166667,
145,6.619644,0.87333333,0.87333333,
146,6.640038,0.9033333,0.9033333,
147,6.633022,0.88,0.88,
148,6.5738087,0.91,0.91,
149,6.622483,0.88,0.88,
150,6.592825,0.8933333,0.8933333,
151,6.63279,0.8933333,0.8933333,
152,6.6391754,0.88,0.88,
153,6.8043275,0.82666665,0.82666665,
154,6.6363463,0.87666667,0.87666667,
155,6.5171,0.92,0.92,
156,6.6069837,0.91333336,0.91333336,
157,6.6305027,0.89,0.89,
158,6.64148,0.8933333,0.8933333,
159,6.6578565,0.86,0.86,
160,6.691331,0.85333335,0.85333335,7.4120255,0.86333334,0.86333334,
161,6.6935725,0.83666664,0.83666664,
162,6.5491986,0.86333334,0.86333334,
163,6.674073,0.85333335,0.85333335,
164,6.5014935,0.92,0.92,
165,6.471649,0.93666667,0.93666667,
166,6.536386,0.91333336,0.91333336,
167,6.495535,0.91,0.91,
168,6.6401057,0.8833333,0.8833333,
169,6.522776,0.91,0.91,
170,6.620455,0.88666666,0.88666666,
171,6.5618787,0.91,0.91,
172,6.580182,0.87333333,0.87333333,
173,6.5495424,0.9066667,0.9066667,
174,6.5194683,0.9266667,0.9266667,
175,6.5194855,0.9066667,0.9066667,
176,6.493409,0.9033333,0.9033333,
177,6.556594,0.91333336,0.91333336,
178,6.532118,0.91,0.91,
179,6.4477887,0.9033333,0.9033333,
180,6.4628205,0.92333335,0.92333335,7.3537097,0.86333334,0.86333334,
181,6.496271,0.93666667,0.93666667,
182,6.5588946,0.86333334,0.86333334,
183,6.5666723,0.88666666,0.88666666,
184,6.5728707,0.8666667,0.8666667,
185,6.521523,0.91333336,0.91333336,
186,6.5323124,0.9066667,0.9066667,
187,6.3897266,0.95,0.95,
188,6.440658,0.94666666,0.94666666,
189,6.444313,0.9433333,0.9433333,
190,6.3801727,0.9433333,0.9433333,
191,6.499657,0.9,0.9,
192,6.501319,0.9,0.9,
193,6.4318805,0.91,0.91,
194,6.496134,0.87,0.87,
195,6.339158,0.95666665,0.95666665,
196,6.390224,0.9266667,0.9266667,
197,6.404297,0.93666667,0.93666667,
198,6.4072614,0.93333334,0.93333334,
199,6.419912,0.92333335,0.92333335,
200,6.4856434,0.8933333,0.8933333,7.2467318,0.8466667,0.8466667,
201,6.3994985,0.9266667,0.9266667,
202,6.382434,0.94666666,0.94666666,
203,6.3421836,0.94666666,0.94666666,
204,6.4059153,0.94666666,0.94666666,
205,6.516553,0.89666665,0.89666665,
206,6.4467907,0.9166667,0.9166667,
207,6.4976645,0.88,0.88,
208,6.5466776,0.9,0.9,
209,6.3747797,0.92,0.92,
210,6.4007664,0.9166667,0.9166667,
211,6.407426,0.9166667,0.9166667,
212,6.4019265,0.92333335,0.92333335,
213,6.4043326,0.89,0.89,
214,6.45321,0.91333336,0.91333336,
215,6.4476724,0.9266667,0.9266667,
216,6.384634,0.93666667,0.93666667,
217,6.367212,0.9433333,0.9433333,
218,6.41198,0.93,0.93,
219,6.3366528,0.9266667,0.9266667,
220,6.3934574,0.93,0.93,7.065485,0.9,0.9,
221,6.3484406,0.9266667,0.9266667,
222,6.372473,0.93333334,0.93333334,
223,6.370417,0.94666666,0.94666666,
224,6.415853,0.93,0.93,
225,6.340143,0.9433333,0.9433333,
226,6.496403,0.92333335,0.92333335,
227,6.4212313,0.9033333,0.9033333,
228,6.3368196,0.9066667,0.9066667,
229,6.3510447,0.9033333,0.9033333,
230,6.4134054,0.9033333,0.9033333,
231,6.4367824,0.9066667,0.9066667,
232,6.24623,0.96,0.96,
233,6.2628775,0.9533333,0.9533333,
234,6.3854375,0.94,0.94,
235,6.3299184,0.93666667,0.93666667,
236,6.3289866,0.94666666,0.94666666,
237,6.35283,0.93333334,0.93333334,
238,6.369694,0.93333334,0.93333334,
239,6.2755523,0.9433333,0.9433333,
240,6.326993,0.93333334,0.93333334,7.4664006,0.8666667,0.8666667,
241,6.333131,0.92,0.92,
242,6.3118496,0.93,0.93,
243,6.3302817,0.92333335,0.92333335,
244,6.303481,0.92333335,0.92333335,
245,6.3714833,0.93,0.93,
246,6.251245,0.93666667,0.93666667,
247,6.326494,0.95666665,0.95666665,
248,6.3107243,0.94,0.94,
249,6.2581854,0.95666665,0.95666665,
250,6.337332,0.9266667,0.9266667,
251,6.263698,0.94,0.94,
252,6.363038,0.9433333,0.9433333,
253,6.3906913,0.93,0.93,
254,6.350826,0.9066667,0.9066667,
255,6.366257,0.9,0.9,
256,6.2944894,0.95,0.95,
257,6.3497343,0.93666667,0.93666667,
258,6.4579287,0.93333334,0.93333334,
259,6.3269625,0.93333334,0.93333334,
260,6.3690586,0.93666667,0.93666667,7.420324,0.85333335,0.85333335,
261,6.3537455,0.9633333,0.9633333,
262,6.37665,0.9166667,0.9166667,
263,6.3683405,0.9166667,0.9166667,
264,6.302913,0.94,0.94,
265,6.3134723,0.9033333,0.9033333,
266,6.3041553,0.9433333,0.9433333,
267,6.346914,0.94,0.94,
268,6.275011,0.94666666,0.94666666,
269,6.3085814,0.93666667,0.93666667,
270,6.254707,0.94666666,0.94666666,
271,6.3334556,0.93333334,0.93333334,
272,6.218775,0.96666664,0.96666664,
273,6.3691225,0.93666667,0.93666667,
274,6.329894,0.95,0.95,
275,6.2390013,0.9633333,0.9633333,
276,6.2731366,0.94666666,0.94666666,
277,6.255178,0.94,0.94,
278,6.3081503,0.93333334,0.93333334,
279,6.254129,0.9633333,0.9633333,
280,6.3154235,0.9533333,0.9533333,7.365454,0.86333334,0.86333334,
281,6.3819976,0.9266667,0.9266667,
282,6.3037763,0.94666666,0.94666666,
283,6.259322,0.9433333,0.9433333,
284,6.3926845,0.89666665,0.89666665,
